dataset,method,query_id,k,matches,elapsed_ms,status,ts
python,binary_branch_topdiff_within,62,4,2051,1562.319,ok,2026-07-15T20:31:38+02:00
python,binary_branch_topdiff_within,63,4,469,1345.699,ok,2026-07-15T20:31:40+02:00
python,binary_branch_topdiff_within,64,4,758,1351.797,ok,2026-07-15T20:31:41+02:00
python,binary_branch_topdiff_within,65,4,2051,1284.199,ok,2026-07-15T20:31:43+02:00
python,binary_branch_topdiff_within,66,4,2051,1346.205,ok,2026-07-15T20:31:44+02:00
python,binary_branch_topdiff_within,67,4,2051,1285.801,ok,2026-07-15T20:31:45+02:00
python,binary_branch_topdiff_within,68,4,1454,1261.769,ok,2026-07-15T20:31:47+02:00
python,binary_branch_topdiff_within,69,4,2051,2048.546,ok,2026-07-15T20:31:48+02:00
python,binary_branch_topdiff_within,70,4,469,1334.166,ok,2026-07-15T20:31:50+02:00
python,binary_branch_topdiff_within,71,4,2051,1834.258,ok,2026-07-15T20:31:51+02:00
python,binary_branch_topdiff_within,72,4,469,1787.065,ok,2026-07-15T20:31:53+02:00
python,binary_branch_topdiff_within,73,4,470,1554.199,ok,2026-07-15T20:31:55+02:00
python,binary_branch_topdiff_within,74,4,2051,1906.530,ok,2026-07-15T20:31:57+02:00
python,binary_branch_topdiff_within,75,4,2051,1761.997,ok,2026-07-15T20:31:59+02:00
python,binary_branch_topdiff_within,76,4,2051,1263.239,ok,2026-07-15T20:32:00+02:00
python,binary_branch_topdiff_within,77,4,2051,1352.804,ok,2026-07-15T20:32:02+02:00
python,binary_branch_topdiff_within,78,4,469,1281.145,ok,2026-07-15T20:32:03+02:00
python,binary_branch_topdiff_within,79,4,469,1274.419,ok,2026-07-15T20:32:04+02:00
python,binary_branch_topdiff_within,80,4,1454,1269.147,ok,2026-07-15T20:32:06+02:00
python,binary_branch_topdiff_within,81,4,469,1729.051,ok,2026-07-15T20:32:07+02:00
python,binary_branch_topdiff_within,82,4,469,1268.791,ok,2026-07-15T20:32:09+02:00
python,binary_branch_topdiff_within,83,4,469,1290.995,ok,2026-07-15T20:32:10+02:00
python,binary_branch_topdiff_within,84,4,2051,1333.493,ok,2026-07-15T20:32:11+02:00
python,binary_branch_topdiff_within,85,4,2051,1810.728,ok,2026-07-15T20:32:13+02:00
python,binary_branch_topdiff_within,86,4,469,1917.220,ok,2026-07-15T20:32:14+02:00
python,binary_branch_topdiff_within,87,4,2051,2141.160,ok,2026-07-15T20:32:16+02:00
python,binary_branch_topdiff_within,88,4,2051,1270.520,ok,2026-07-15T20:32:19+02:00
python,binary_branch_topdiff_within,89,4,2051,1233.156,ok,2026-07-15T20:32:20+02:00
python,binary_branch_topdiff_within,90,4,1454,1268.588,ok,2026-07-15T20:32:21+02:00
python,binary_branch_topdiff_within,91,4,2051,1276.684,ok,2026-07-15T20:32:22+02:00
python,binary_branch_topdiff_within,92,4,2051,1282.904,ok,2026-07-15T20:32:24+02:00
python,binary_branch_topdiff_within,93,4,2051,1253.065,ok,2026-07-15T20:32:25+02:00
python,binary_branch_topdiff_within,94,4,469,1222.693,ok,2026-07-15T20:32:26+02:00
python,binary_branch_topdiff_within,95,4,758,1287.190,ok,2026-07-15T20:32:28+02:00
python,binary_branch_topdiff_within,96,4,469,1295.266,ok,2026-07-15T20:32:29+02:00
python,binary_branch_topdiff_within,97,4,2051,2227.199,ok,2026-07-15T20:32:30+02:00
python,binary_branch_topdiff_within,98,4,2051,1635.457,ok,2026-07-15T20:32:32+02:00
python,binary_branch_topdiff_within,99,4,758,1976.820,ok,2026-07-15T20:32:34+02:00
python,lblint_topdiff_within,0,3,460,1249.746,ok,2026-07-15T20:32:36+02:00
python,lblint_topdiff_within,1,3,460,1281.715,ok,2026-07-15T20:32:37+02:00
python,lblint_topdiff_within,2,3,470,1230.114,ok,2026-07-15T20:32:39+02:00
python,lblint_topdiff_within,3,3,470,1244.796,ok,2026-07-15T20:32:40+02:00
python,lblint_topdiff_within,4,4,2051,1288.899,ok,2026-07-15T20:32:41+02:00
python,lblint_topdiff_within,5,4,2051,1237.116,ok,2026-07-15T20:32:42+02:00
python,lblint_topdiff_within,6,4,2051,1293.999,ok,2026-07-15T20:32:44+02:00
python,lblint_topdiff_within,7,4,2082,1241.801,ok,2026-07-15T20:32:45+02:00
python,lblint_topdiff_within,8,4,2051,1225.097,ok,2026-07-15T20:32:46+02:00
python,lblint_topdiff_within,9,4,2051,2332.951,ok,2026-07-15T20:32:48+02:00
python,lblint_topdiff_within,10,4,758,1621.444,ok,2026-07-15T20:32:50+02:00
python,lblint_topdiff_within,11,4,2051,2388.369,ok,2026-07-15T20:32:52+02:00
python,lblint_topdiff_within,12,4,469,1340.107,ok,2026-07-15T20:32:54+02:00
python,lblint_topdiff_within,13,4,2051,1269.261,ok,2026-07-15T20:32:55+02:00
python,lblint_topdiff_within,14,4,2051,1266.408,ok,2026-07-15T20:32:57+02:00
python,lblint_topdiff_within,15,4,1454,1243.853,ok,2026-07-15T20:32:58+02:00
python,lblint_topdiff_within,16,4,2051,1227.485,ok,2026-07-15T20:32:59+02:00
python,lblint_topdiff_within,17,4,469,1210.246,ok,2026-07-15T20:33:00+02:00
python,lblint_topdiff_within,18,4,469,1332.352,ok,2026-07-15T20:33:02+02:00
python,lblint_topdiff_within,19,4,469,1219.684,ok,2026-07-15T20:33:03+02:00
python,lblint_topdiff_within,20,4,2051,2362.580,ok,2026-07-15T20:33:04+02:00
python,lblint_topdiff_within,21,4,2051,2067.495,ok,2026-07-15T20:33:07+02:00
python,lblint_topdiff_within,22,4,2051,2186.600,ok,2026-07-15T20:33:09+02:00
python,lblint_topdiff_within,23,4,2082,2304.693,ok,2026-07-15T20:33:11+02:00
python,lblint_topdiff_within,24,4,469,1767.602,ok,2026-07-15T20:33:13+02:00
python,lblint_topdiff_within,25,4,2051,1337.990,ok,2026-07-15T20:33:15+02:00
python,lblint_topdiff_within,26,4,2051,1257.610,ok,2026-07-15T20:33:16+02:00
python,lblint_topdiff_within,27,4,2051,1250.133,ok,2026-07-15T20:33:18+02:00
python,lblint_topdiff_within,28,4,2051,1316.744,ok,2026-07-15T20:33:19+02:00
python,lblint_topdiff_within,29,4,2051,1243.520,ok,2026-07-15T20:33:20+02:00
python,lblint_topdiff_within,30,4,2051,1221.534,ok,2026-07-15T20:33:22+02:00
python,lblint_topdiff_within,31,4,2051,1870.852,ok,2026-07-15T20:33:23+02:00
python,lblint_topdiff_within,32,4,469,1238.465,ok,2026-07-15T20:33:25+02:00
python,lblint_topdiff_within,33,4,2051,1964.396,ok,2026-07-15T20:33:26+02:00
python,lblint_topdiff_within,34,4,2051,2095.429,ok,2026-07-15T20:33:28+02:00
python,lblint_topdiff_within,35,4,2051,2078.507,ok,2026-07-15T20:33:30+02:00
python,lblint_topdiff_within,36,4,758,2012.533,ok,2026-07-15T20:33:32+02:00
python,lblint_topdiff_within,37,4,469,1465.555,ok,2026-07-15T20:33:34+02:00
python,lblint_topdiff_within,38,4,2051,1222.141,ok,2026-07-15T20:33:36+02:00
python,lblint_topdiff_within,39,4,2051,1256.053,ok,2026-07-15T20:33:37+02:00
python,lblint_topdiff_within,40,4,469,1199.259,ok,2026-07-15T20:33:38+02:00
python,lblint_topdiff_within,41,4,2051,1258.207,ok,2026-07-15T20:33:39+02:00
python,lblint_topdiff_within,42,4,470,1280.259,ok,2026-07-15T20:33:41+02:00
python,lblint_topdiff_within,43,4,2051,1240.634,ok,2026-07-15T20:33:42+02:00
python,lblint_topdiff_within,44,4,469,2318.147,ok,2026-07-15T20:33:43+02:00
python,lblint_topdiff_within,45,4,2051,1410.252,ok,2026-07-15T20:33:46+02:00
python,lblint_topdiff_within,46,4,469,2049.992,ok,2026-07-15T20:33:47+02:00
python,lblint_topdiff_within,47,4,469,1976.398,ok,2026-07-15T20:33:49+02:00
python,lblint_topdiff_within,48,4,469,1302.219,ok,2026-07-15T20:33:51+02:00
python,lblint_topdiff_within,49,4,469,1817.162,ok,2026-07-15T20:33:52+02:00
python,lblint_topdiff_within,50,4,2051,1263.426,ok,2026-07-15T20:33:54+02:00
python,lblint_topdiff_within,51,4,1436,1237.125,ok,2026-07-15T20:33:55+02:00
python,lblint_topdiff_within,52,4,2051,1271.405,ok,2026-07-15T20:33:57+02:00
python,lblint_topdiff_within,53,4,2051,1239.672,ok,2026-07-15T20:33:58+02:00
python,lblint_topdiff_within,54,4,470,1256.345,ok,2026-07-15T20:33:59+02:00
python,lblint_topdiff_within,55,4,2057,2207.063,ok,2026-07-15T20:34:01+02:00
python,lblint_topdiff_within,56,4,2051,1907.214,ok,2026-07-15T20:34:03+02:00
python,lblint_topdiff_within,57,4,2051,1854.473,ok,2026-07-15T20:34:05+02:00
python,lblint_topdiff_within,58,4,469,2357.613,ok,2026-07-15T20:34:07+02:00
python,lblint_topdiff_within,59,4,469,1988.352,ok,2026-07-15T20:34:09+02:00
python,lblint_topdiff_within,60,4,469,1465.354,ok,2026-07-15T20:34:11+02:00
python,lblint_topdiff_within,61,4,469,2040.357,ok,2026-07-15T20:34:12+02:00
python,lblint_topdiff_within,62,4,2051,1216.568,ok,2026-07-15T20:34:15+02:00
python,lblint_topdiff_within,63,4,469,1222.502,ok,2026-07-15T20:34:16+02:00
python,lblint_topdiff_within,64,4,758,1284.271,ok,2026-07-15T20:34:17+02:00
python,lblint_topdiff_within,65,4,2051,1244.572,ok,2026-07-15T20:34:18+02:00
python,lblint_topdiff_within,66,4,2051,1246.842,ok,2026-07-15T20:34:20+02:00
python,lblint_topdiff_within,67,4,2051,1197.596,ok,2026-07-15T20:34:21+02:00
python,lblint_topdiff_within,68,4,1454,2209.487,ok,2026-07-15T20:34:22+02:00
python,lblint_topdiff_within,69,4,2051,1187.131,ok,2026-07-15T20:34:24+02:00
python,lblint_topdiff_within,70,4,469,2275.278,ok,2026-07-15T20:34:26+02:00
python,lblint_topdiff_within,71,4,2051,1210.672,ok,2026-07-15T20:34:28+02:00
python,lblint_topdiff_within,72,4,469,2180.431,ok,2026-07-15T20:34:29+02:00
python,lblint_topdiff_within,73,4,470,2022.975,ok,2026-07-15T20:34:31+02:00
python,lblint_topdiff_within,74,4,2051,1554.181,ok,2026-07-15T20:34:33+02:00
python,lblint_topdiff_within,75,4,2051,1463.847,ok,2026-07-15T20:34:35+02:00
python,lblint_topdiff_within,76,4,2051,1466.894,ok,2026-07-15T20:34:36+02:00
python,lblint_topdiff_within,77,4,2051,1703.748,ok,2026-07-15T20:34:38+02:00
python,lblint_topdiff_within,78,4,469,1414.927,ok,2026-07-15T20:34:40+02:00
python,lblint_topdiff_within,79,4,469,1458.236,ok,2026-07-15T20:34:41+02:00
python,lblint_topdiff_within,80,4,1454,2169.453,ok,2026-07-15T20:34:42+02:00
python,lblint_topdiff_within,81,4,469,1965.668,ok,2026-07-15T20:34:45+02:00
python,lblint_topdiff_within,82,4,469,1409.639,ok,2026-07-15T20:34:47+02:00
python,lblint_topdiff_within,83,4,469,1260.727,ok,2026-07-15T20:34:48+02:00
python,lblint_topdiff_within,84,4,2051,2212.080,ok,2026-07-15T20:34:49+02:00
python,lblint_topdiff_within,85,4,2051,1225.295,ok,2026-07-15T20:34:52+02:00
python,lblint_topdiff_within,86,4,469,1238.422,ok,2026-07-15T20:34:53+02:00
python,lblint_topdiff_within,87,4,2051,1253.810,ok,2026-07-15T20:34:54+02:00
python,lblint_topdiff_within,88,4,2051,1260.903,ok,2026-07-15T20:34:55+02:00
python,lblint_topdiff_within,89,4,2051,1289.968,ok,2026-07-15T20:34:57+02:00
python,lblint_topdiff_within,90,4,1454,1260.537,ok,2026-07-15T20:34:58+02:00
python,lblint_topdiff_within,91,4,2051,1290.843,ok,2026-07-15T20:34:59+02:00
python,lblint_topdiff_within,92,4,2051,2236.286,ok,2026-07-15T20:35:01+02:00
python,lblint_topdiff_within,93,4,2051,1632.850,ok,2026-07-15T20:35:03+02:00
python,lblint_topdiff_within,94,4,469,2363.323,ok,2026-07-15T20:35:04+02:00
python,lblint_topdiff_within,95,4,758,1313.315,ok,2026-07-15T20:35:07+02:00
python,lblint_topdiff_within,96,4,469,2187.629,ok,2026-07-15T20:35:08+02:00
python,lblint_topdiff_within,97,4,2051,2006.543,ok,2026-07-15T20:35:10+02:00
python,lblint_topdiff_within,98,4,2051,1345.257,ok,2026-07-15T20:35:12+02:00
python,lblint_topdiff_within,99,4,758,1251.737,ok,2026-07-15T20:35:14+02:00
swissprot,sed_topdiff_within,0,31,10,8093.181,ok,2026-07-15T20:35:15+02:00
swissprot,sed_topdiff_within,1,31,14,10543.083,ok,2026-07-15T20:35:23+02:00
swissprot,sed_topdiff_within,2,31,8,7715.966,ok,2026-07-15T20:35:34+02:00
swissprot,sed_topdiff_within,3,31,11,8021.547,ok,2026-07-15T20:35:41+02:00
swissprot,sed_topdiff_within,4,31,2,7594.773,ok,2026-07-15T20:35:50+02:00
swissprot,sed_topdiff_within,5,31,1,9961.327,ok,2026-07-15T20:35:57+02:00
swissprot,sed_topdiff_within,6,31,15,7599.956,ok,2026-07-15T20:36:07+02:00
swissprot,sed_topdiff_within,7,31,4,9353.884,ok,2026-07-15T20:36:15+02:00
swissprot,sed_topdiff_within,8,31,3,9666.468,ok,2026-07-15T20:36:24+02:00
swissprot,sed_topdiff_within,9,31,1,7570.317,ok,2026-07-15T20:36:34+02:00
swissprot,sed_topdiff_within,10,31,1,9655.129,ok,2026-07-15T20:36:41+02:00
swissprot,sed_topdiff_within,11,31,19,9896.852,ok,2026-07-15T20:36:51+02:00
swissprot,sed_topdiff_within,12,31,1,9691.438,ok,2026-07-15T20:37:01+02:00
swissprot,sed_topdiff_within,13,31,36,7803.943,ok,2026-07-15T20:37:11+02:00
swissprot,sed_topdiff_within,14,31,36,9779.972,ok,2026-07-15T20:37:19+02:00
swissprot,sed_topdiff_within,15,31,23,7481.491,ok,2026-07-15T20:37:28+02:00
swissprot,sed_topdiff_within,16,31,7,9562.589,ok,2026-07-15T20:37:36+02:00
swissprot,sed_topdiff_within,17,31,15,10602.750,ok,2026-07-15T20:37:45+02:00
swissprot,sed_topdiff_within,18,31,3,9833.838,ok,2026-07-15T20:37:56+02:00
swissprot,sed_topdiff_within,19,31,4,11426.138,ok,2026-07-15T20:38:06+02:00
swissprot,sed_topdiff_within,20,31,22,11375.859,ok,2026-07-15T20:38:17+02:00
swissprot,sed_topdiff_within,21,31,1,9747.491,ok,2026-07-15T20:38:29+02:00
swissprot,sed_topdiff_within,22,31,1,7618.160,ok,2026-07-15T20:38:39+02:00
swissprot,sed_topdiff_within,23,31,1,7472.258,ok,2026-07-15T20:38:46+02:00
swissprot,sed_topdiff_within,24,31,11,7513.678,ok,2026-07-15T20:38:54+02:00
swissprot,sed_topdiff_within,25,31,1,9811.581,ok,2026-07-15T20:39:01+02:00
swissprot,sed_topdiff_within,26,31,53,9730.170,ok,2026-07-15T20:39:11+02:00
swissprot,sed_topdiff_within,27,31,1,9922.522,ok,2026-07-15T20:39:21+02:00
swissprot,sed_topdiff_within,28,31,11,7514.291,ok,2026-07-15T20:39:31+02:00
swissprot,sed_topdiff_within,29,31,1,10117.676,ok,2026-07-15T20:39:38+02:00
swissprot,sed_topdiff_within,30,31,21,9937.281,ok,2026-07-15T20:39:48+02:00
swissprot,sed_topdiff_within,31,31,1,7481.555,ok,2026-07-15T20:39:58+02:00
swissprot,sed_topdiff_within,32,31,50,7388.601,ok,2026-07-15T20:40:06+02:00
swissprot,sed_topdiff_within,33,31,4,9643.921,ok,2026-07-15T20:40:13+02:00
swissprot,sed_topdiff_within,34,31,35,9569.442,ok,2026-07-15T20:40:23+02:00
swissprot,sed_topdiff_within,35,31,52,7357.123,ok,2026-07-15T20:40:33+02:00
swissprot,sed_topdiff_within,36,31,34,7210.735,ok,2026-07-15T20:40:40+02:00
swissprot,sed_topdiff_within,37,31,25,7627.401,ok,2026-07-15T20:40:47+02:00
swissprot,sed_topdiff_within,38,31,1,9462.441,ok,2026-07-15T20:40:55+02:00
swissprot,sed_topdiff_within,39,31,4,7587.968,ok,2026-07-15T20:41:04+02:00
swissprot,sed_topdiff_within,40,31,26,9858.201,ok,2026-07-15T20:41:12+02:00
swissprot,sed_topdiff_within,41,31,14,7564.222,ok,2026-07-15T20:41:22+02:00
swissprot,sed_topdiff_within,42,31,1,9372.292,ok,2026-07-15T20:41:29+02:00
swissprot,sed_topdiff_within,43,31,1,7437.268,ok,2026-07-15T20:41:39+02:00
swissprot,sed_topdiff_within,44,31,4,9298.150,ok,2026-07-15T20:41:46+02:00
swissprot,sed_topdiff_within,45,31,3,11113.181,ok,2026-07-15T20:41:56+02:00
swissprot,sed_topdiff_within,46,31,3,9934.255,ok,2026-07-15T20:42:07+02:00
swissprot,sed_topdiff_within,47,31,1,9964.903,ok,2026-07-15T20:42:17+02:00
swissprot,sed_topdiff_within,48,31,20,9898.829,ok,2026-07-15T20:42:27+02:00
swissprot,sed_topdiff_within,49,31,21,7392.625,ok,2026-07-15T20:42:37+02:00
swissprot,sed_topdiff_within,50,31,1,9679.712,ok,2026-07-15T20:42:44+02:00
swissprot,sed_topdiff_within,51,31,43,10063.275,ok,2026-07-15T20:42:54+02:00
swissprot,sed_topdiff_within,52,31,1,9941.298,ok,2026-07-15T20:43:04+02:00
swissprot,sed_topdiff_within,53,31,27,7448.381,ok,2026-07-15T20:43:14+02:00
swissprot,sed_topdiff_within,54,31,13,9925.367,ok,2026-07-15T20:43:21+02:00
swissprot,sed_topdiff_within,55,31,45,7815.172,ok,2026-07-15T20:43:31+02:00
swissprot,sed_topdiff_within,56,31,9,9858.239,ok,2026-07-15T20:43:39+02:00
swissprot,sed_topdiff_within,57,31,2,7315.429,ok,2026-07-15T20:43:49+02:00
swissprot,sed_topdiff_within,58,31,1,7348.378,ok,2026-07-15T20:43:56+02:00
swissprot,sed_topdiff_within,59,31,44,7294.558,ok,2026-07-15T20:44:04+02:00
swissprot,sed_topdiff_within,60,31,1,9639.250,ok,2026-07-15T20:44:11+02:00
swissprot,sed_topdiff_within,61,31,3,9831.575,ok,2026-07-15T20:44:21+02:00
swissprot,sed_topdiff_within,62,31,1,10107.384,ok,2026-07-15T20:44:30+02:00
swissprot,sed_topdiff_within,63,31,49,7705.439,ok,2026-07-15T20:44:41+02:00
swissprot,sed_topdiff_within,64,31,15,10017.062,ok,2026-07-15T20:44:48+02:00
swissprot,sed_topdiff_within,65,31,4,7530.578,ok,2026-07-15T20:44:58+02:00
swissprot,sed_topdiff_within,66,31,38,7591.622,ok,2026-07-15T20:45:06+02:00
swissprot,sed_topdiff_within,67,31,1,9625.184,ok,2026-07-15T20:45:13+02:00
swissprot,sed_topdiff_within,68,31,58,7986.772,ok,2026-07-15T20:45:23+02:00
swissprot,sed_topdiff_within,69,31,1,9285.311,ok,2026-07-15T20:45:31+02:00
swissprot,sed_topdiff_within,70,31,5,10162.775,ok,2026-07-15T20:45:40+02:00
swissprot,sed_topdiff_within,71,31,47,9584.519,ok,2026-07-15T20:45:51+02:00
swissprot,sed_topdiff_within,72,31,1,9867.296,ok,2026-07-15T20:46:00+02:00
swissprot,sed_topdiff_within,73,31,1,9800.511,ok,2026-07-15T20:46:10+02:00
swissprot,sed_topdiff_within,74,31,3,9374.689,ok,2026-07-15T20:46:20+02:00
swissprot,sed_topdiff_within,75,31,17,9709.979,ok,2026-07-15T20:46:29+02:00
swissprot,sed_topdiff_within,76,31,26,9772.285,ok,2026-07-15T20:46:39+02:00
swissprot,sed_topdiff_within,77,31,34,9316.228,ok,2026-07-15T20:46:49+02:00
swissprot,sed_topdiff_within,78,31,5,9293.476,ok,2026-07-15T20:46:58+02:00
swissprot,sed_topdiff_within,79,31,4,7487.479,ok,2026-07-15T20:47:07+02:00
swissprot,sed_topdiff_within,80,31,1,7480.970,ok,2026-07-15T20:47:15+02:00
swissprot,sed_topdiff_within,81,31,25,7400.441,ok,2026-07-15T20:47:23+02:00
swissprot,sed_topdiff_within,82,31,11,7140.570,ok,2026-07-15T20:47:30+02:00
swissprot,sed_topdiff_within,83,31,2,7480.006,ok,2026-07-15T20:47:37+02:00
swissprot,sed_topdiff_within,84,31,14,9601.297,ok,2026-07-15T20:47:45+02:00
swissprot,sed_topdiff_within,85,31,20,9727.921,ok,2026-07-15T20:47:54+02:00
swissprot,sed_topdiff_within,86,31,1,9433.719,ok,2026-07-15T20:48:04+02:00
swissprot,sed_topdiff_within,87,31,21,9409.541,ok,2026-07-15T20:48:13+02:00
swissprot,sed_topdiff_within,88,31,5,9357.561,ok,2026-07-15T20:48:23+02:00
swissprot,sed_topdiff_within,89,31,5,10054.539,ok,2026-07-15T20:48:32+02:00
swissprot,sed_topdiff_within,90,31,1,9848.546,ok,2026-07-15T20:48:42+02:00
swissprot,sed_topdiff_within,91,31,1,9389.524,ok,2026-07-15T20:48:52+02:00
swissprot,sed_topdiff_within,92,31,3,10204.488,ok,2026-07-15T20:49:02+02:00
swissprot,sed_topdiff_within,93,31,1,11183.025,ok,2026-07-15T20:49:12+02:00
swissprot,sed_topdiff_within,94,31,35,9509.640,ok,2026-07-15T20:49:23+02:00
swissprot,sed_topdiff_within,95,31,3,7182.535,ok,2026-07-15T20:49:33+02:00
swissprot,sed_topdiff_within,96,31,1,7646.455,ok,2026-07-15T20:49:40+02:00
swissprot,sed_topdiff_within,97,31,7,7164.198,ok,2026-07-15T20:49:47+02:00
swissprot,sed_topdiff_within,98,31,5,9486.080,ok,2026-07-15T20:49:55+02:00
swissprot,sed_topdiff_within,99,31,1,9699.959,ok,2026-07-15T20:50:04+02:00
swissprot,sed_plain_topdiff_within,0,31,10,7722.417,ok,2026-07-15T20:50:14+02:00
swissprot,sed_plain_topdiff_within,1,31,14,10041.317,ok,2026-07-15T20:50:22+02:00
swissprot,sed_plain_topdiff_within,2,31,8,7399.508,ok,2026-07-15T20:50:32+02:00
swissprot,sed_plain_topdiff_within,3,31,11,7828.120,ok,2026-07-15T20:50:39+02:00
swissprot,sed_plain_topdiff_within,4,31,2,8282.177,ok,2026-07-15T20:50:47+02:00
swissprot,sed_plain_topdiff_within,5,31,1,9878.017,ok,2026-07-15T20:50:55+02:00
swissprot,sed_plain_topdiff_within,6,31,15,7729.717,ok,2026-07-15T20:51:05+02:00
swissprot,sed_plain_topdiff_within,7,31,4,9778.817,ok,2026-07-15T20:51:13+02:00
swissprot,sed_plain_topdiff_within,8,31,3,10072.976,ok,2026-07-15T20:51:23+02:00
swissprot,sed_plain_topdiff_within,9,31,1,7726.920,ok,2026-07-15T20:51:33+02:00
swissprot,sed_plain_topdiff_within,10,31,1,9975.112,ok,2026-07-15T20:51:41+02:00
swissprot,sed_plain_topdiff_within,11,31,19,9942.421,ok,2026-07-15T20:51:51+02:00
swissprot,sed_plain_topdiff_within,12,31,1,9816.927,ok,2026-07-15T20:52:00+02:00
swissprot,sed_plain_topdiff_within,13,31,36,7685.189,ok,2026-07-15T20:52:10+02:00
swissprot,sed_plain_topdiff_within,14,31,36,9801.602,ok,2026-07-15T20:52:18+02:00
swissprot,sed_plain_topdiff_within,15,31,23,7511.498,ok,2026-07-15T20:52:28+02:00
swissprot,sed_plain_topdiff_within,16,31,7,10043.006,ok,2026-07-15T20:52:35+02:00
swissprot,sed_plain_topdiff_within,17,31,15,11521.778,ok,2026-07-15T20:52:45+02:00
swissprot,sed_plain_topdiff_within,18,31,3,10223.264,ok,2026-07-15T20:52:57+02:00
swissprot,sed_plain_topdiff_within,19,31,4,9964.372,ok,2026-07-15T20:53:07+02:00
swissprot,sed_plain_topdiff_within,20,31,22,9697.361,ok,2026-07-15T20:53:17+02:00
swissprot,sed_plain_topdiff_within,21,31,1,9964.416,ok,2026-07-15T20:53:27+02:00
swissprot,sed_plain_topdiff_within,22,31,1,7536.152,ok,2026-07-15T20:53:37+02:00
swissprot,sed_plain_topdiff_within,23,31,1,7444.540,ok,2026-07-15T20:53:44+02:00
swissprot,sed_plain_topdiff_within,24,31,11,7703.000,ok,2026-07-15T20:53:52+02:00
swissprot,sed_plain_topdiff_within,25,31,1,9699.522,ok,2026-07-15T20:54:00+02:00
swissprot,sed_plain_topdiff_within,26,31,53,9737.325,ok,2026-07-15T20:54:09+02:00
swissprot,sed_plain_topdiff_within,27,31,1,9776.299,ok,2026-07-15T20:54:19+02:00
swissprot,sed_plain_topdiff_within,28,31,11,7396.618,ok,2026-07-15T20:54:29+02:00
swissprot,sed_plain_topdiff_within,29,31,1,10122.431,ok,2026-07-15T20:54:36+02:00
swissprot,sed_plain_topdiff_within,30,31,21,9784.958,ok,2026-07-15T20:54:47+02:00
swissprot,sed_plain_topdiff_within,31,31,1,7629.447,ok,2026-07-15T20:54:56+02:00
swissprot,sed_plain_topdiff_within,32,31,50,7542.317,ok,2026-07-15T20:55:04+02:00
swissprot,sed_plain_topdiff_within,33,31,4,9787.387,ok,2026-07-15T20:55:12+02:00
swissprot,sed_plain_topdiff_within,34,31,35,9655.004,ok,2026-07-15T20:55:21+02:00
swissprot,sed_plain_topdiff_within,35,31,52,7782.428,ok,2026-07-15T20:55:31+02:00
swissprot,sed_plain_topdiff_within,36,31,34,7890.119,ok,2026-07-15T20:55:39+02:00
swissprot,sed_plain_topdiff_within,37,31,25,7964.202,ok,2026-07-15T20:55:47+02:00
swissprot,sed_plain_topdiff_within,38,31,1,9896.923,ok,2026-07-15T20:55:55+02:00
swissprot,sed_plain_topdiff_within,39,31,4,7436.540,ok,2026-07-15T20:56:05+02:00
swissprot,sed_plain_topdiff_within,40,31,26,10742.974,ok,2026-07-15T20:56:12+02:00
swissprot,sed_plain_topdiff_within,41,31,14,9083.432,ok,2026-07-15T20:56:23+02:00
swissprot,sed_plain_topdiff_within,42,31,1,10195.547,ok,2026-07-15T20:56:32+02:00
swissprot,sed_plain_topdiff_within,43,31,1,7614.294,ok,2026-07-15T20:56:42+02:00
swissprot,sed_plain_topdiff_within,44,31,4,7816.241,ok,2026-07-15T20:56:50+02:00
swissprot,sed_plain_topdiff_within,45,31,3,9599.146,ok,2026-07-15T20:56:58+02:00
swissprot,sed_plain_topdiff_within,46,31,3,9673.405,ok,2026-07-15T20:57:07+02:00
swissprot,sed_plain_topdiff_within,47,31,1,9874.178,ok,2026-07-15T20:57:17+02:00
swissprot,sed_plain_topdiff_within,48,31,20,10069.446,ok,2026-07-15T20:57:27+02:00
swissprot,sed_plain_topdiff_within,49,31,21,7761.491,ok,2026-07-15T20:57:37+02:00
swissprot,sed_plain_topdiff_within,50,31,1,9738.277,ok,2026-07-15T20:57:45+02:00
swissprot,sed_plain_topdiff_within,51,31,43,9595.593,ok,2026-07-15T20:57:55+02:00
swissprot,sed_plain_topdiff_within,52,31,1,9935.425,ok,2026-07-15T20:58:04+02:00
swissprot,sed_plain_topdiff_within,53,31,27,7606.968,ok,2026-07-15T20:58:14+02:00
swissprot,sed_plain_topdiff_within,54,31,13,9746.015,ok,2026-07-15T20:58:22+02:00
swissprot,sed_plain_topdiff_within,55,31,45,7503.856,ok,2026-07-15T20:58:31+02:00
swissprot,sed_plain_topdiff_within,56,31,9,9946.964,ok,2026-07-15T20:58:39+02:00
swissprot,sed_plain_topdiff_within,57,31,2,7653.379,ok,2026-07-15T20:58:49+02:00
swissprot,sed_plain_topdiff_within,58,31,1,7663.400,ok,2026-07-15T20:58:57+02:00
swissprot,sed_plain_topdiff_within,59,31,44,7672.371,ok,2026-07-15T20:59:04+02:00
swissprot,sed_plain_topdiff_within,60,31,1,9943.969,ok,2026-07-15T20:59:12+02:00
swissprot,sed_plain_topdiff_within,61,31,3,9994.693,ok,2026-07-15T20:59:22+02:00
swissprot,sed_plain_topdiff_within,62,31,1,10310.714,ok,2026-07-15T20:59:32+02:00
swissprot,sed_plain_topdiff_within,63,31,49,7460.014,ok,2026-07-15T20:59:42+02:00
